,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
11324,1,46.61111111,0,0.0,45,1873.589297,0.0,0.007242234,42.26791822,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
4005,0,0.0,0,0.0,8,376.3333333,0.0,0.028571429,53.988,0.0,May,2,2,2,4,Returning_Visitor,True,True
7120,0,0.0,0,0.0,30,717.4666667,0.006666667,0.02,0.0,0.0,Jul,2,5,1,3,Returning_Visitor,False,False
10806,0,0.0,0,0.0,31,1297.464286,0.0,0.018010753,0.0,0.0,Nov,2,1,1,2,Returning_Visitor,True,False
1067,2,35.0,0,0.0,20,979.0833333,0.0,0.00952381,60.04549665,0.0,Mar,2,2,3,2,Returning_Visitor,False,True
5800,0,0.0,0,0.0,0,0.0,0.18,0.181818182,0.0,0.0,June,2,2,7,6,Returning_Visitor,False,False
8445,0,0.0,0,0.0,97,2300.891317,0.0,0.015730379,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
3080,0,0.0,0,0.0,41,1444.166667,0.009756098,0.026829268,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
8949,0,0.0,0,0.0,1,11.0,0.0,0.1,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
3086,1,0.0,0,0.0,20,816.5,0.05,0.093333333,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
9668,0,0.0,0,0.0,4,72.5,0.0,0.05,0.0,0.0,Dec,1,1,8,10,Returning_Visitor,False,False
12120,7,91.25,1,0.0,95,2900.791667,0.003960396,0.023267327,4.48567854,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
10330,0,0.0,0,0.0,5,41.66666667,0.0,0.04,0.0,0.0,Dec,2,2,4,2,New_Visitor,False,False
3474,7,71.0,0,0.0,34,1540.75,0.004878049,0.024390244,0.0,0.0,May,2,2,8,3,Returning_Visitor,False,False
12036,7,381.75,0,0.0,69,2599.015278,0.011805556,0.034545686,5.560270538,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
720,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
5161,9,150.0,0,0.0,128,1799.144235,0.009237379,0.020182874,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
1557,1,3.0,0,0.0,14,128.0,0.0,0.028571429,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
9149,0,0.0,0,0.0,15,734.25,0.0,0.015384615,40.4014481,0.0,Dec,2,2,9,2,Returning_Visitor,False,True
2136,0,0.0,0,0.0,12,666.0,0.0,0.018181818,0.0,0.0,May,2,4,8,2,Returning_Visitor,False,False
10181,1,4.0,0,0.0,39,983.1388889,0.015384615,0.017599068,0.0,0.0,Nov,3,2,6,3,Returning_Visitor,False,False
7174,8,353.7,6,181.95,23,959.9,0.005882353,0.016666667,4.428052445,0.0,Nov,1,1,6,3,Returning_Visitor,True,True
5820,2,35.3,0,0.0,3,18.1,0.033333333,0.061111111,0.0,0.0,Jul,3,2,3,3,Returning_Visitor,True,True
3243,3,42.0,0,0.0,10,706.0,0.0,0.011111111,0.0,0.0,May,2,2,8,1,Returning_Visitor,True,False
8501,0,0.0,0,0.0,14,169.9166667,0.0,0.076190476,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
3371,0,0.0,0,0.0,27,359.0,0.0,0.020512821,0.0,0.0,May,1,1,7,2,Returning_Visitor,True,False
5933,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,True,False
3704,0,0.0,0,0.0,7,262.375,0.00952381,0.026984127,0.0,0.0,May,1,1,1,6,Returning_Visitor,False,False
5007,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,3,2,Returning_Visitor,True,False
3014,1,9.0,0,0.0,11,467.0,0.0,0.02,79.182,0.0,May,2,4,1,1,Returning_Visitor,False,True
1213,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
11065,1,8.214285714,3,62.5,166,9666.857845,0.002380952,0.012980504,29.34770837,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
1863,0,0.0,0,0.0,3,51.5,0.0,0.066666667,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False
1337,0,0.0,0,0.0,2,135.0,0.0,0.1,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
3505,2,338.0,0,0.0,17,1205.566667,0.0125,0.0375,19.23625,0.8,May,3,2,2,2,Returning_Visitor,False,True
2097,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
2082,0,0.0,0,0.0,6,136.5,0.0,0.033333333,0.0,0.0,Mar,3,3,1,2,Returning_Visitor,False,False
5025,0,0.0,0,0.0,9,368.5,0.0,0.008333333,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False
5235,5,52.5,0,0.0,7,415.5,0.0,0.016666667,0.0,0.0,May,2,2,1,4,New_Visitor,False,False
6784,0,0.0,0,0.0,8,32.2,0.125,0.15,0.0,0.0,June,1,1,1,3,Returning_Visitor,False,False
3048,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,10,3,4,Returning_Visitor,True,False
3342,2,108.0,0,0.0,8,316.5,0.033333333,0.040740741,0.0,0.0,May,3,2,3,11,Returning_Visitor,True,False
5393,4,132.6666667,0,0.0,25,773.5595238,0.0,0.027572016,5.167133333,0.0,May,3,2,2,2,Returning_Visitor,False,True
4091,0,0.0,0,0.0,2,10.0,0.0,0.1,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
9644,2,56.0,0,0.0,33,1399.15,0.0,0.011290323,12.45078371,0.0,Nov,1,1,2,8,New_Visitor,True,True
1308,0,0.0,0,0.0,4,388.0,0.05,0.075,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
7136,4,504.3,0,0.0,3,7.0,0.05,0.0625,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,False
9277,3,92.75,2,7.0,23,1347.9625,0.008333333,0.020833333,32.4141704,0.0,Nov,2,2,6,2,Returning_Visitor,False,False
3487,1,28.0,0,0.0,19,362.0,0.0,0.005555556,0.0,0.0,May,2,2,7,5,Returning_Visitor,False,False
3196,3,108.5,0,0.0,2,74.66666667,0.0,0.016666667,0.0,0.8,May,3,2,3,2,Returning_Visitor,False,False
185,0,0.0,0,0.0,20,927.45,0.011111111,0.027248677,8.000740741,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
6411,6,432.2,0,0.0,30,363.677619,0.003030303,0.014018978,12.1958841,0.0,Oct,1,1,3,2,Returning_Visitor,False,True
5756,8,133.35,2,383.8,14,552.48,0.005263158,0.016140351,20.33155364,0.0,Aug,1,1,1,6,Returning_Visitor,False,False
8998,0,0.0,0,0.0,11,124.2166667,0.0,0.075757576,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
8083,0,0.0,0,0.0,3,61.75,0.0,0.066666667,0.0,0.0,Nov,2,10,1,3,Returning_Visitor,False,False
11273,0,0.0,0,0.0,26,875.1559524,0.0,0.001333333,40.42327574,0.0,Nov,2,2,7,2,Returning_Visitor,False,True
7424,15,292.88,1,48.35,130,3645.909048,0.001459854,0.008515815,10.41358118,0.0,Nov,2,4,8,2,Returning_Visitor,False,False
4989,0,0.0,0,0.0,3,31.0,0.066666667,0.133333333,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False
1768,0,0.0,0,0.0,24,727.5,0.0,0.016666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
2843,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,7,1,Returning_Visitor,False,False
8339,3,65.0,0,0.0,29,386.2621212,0.0,0.000666667,0.0,0.0,Nov,8,2,9,2,Other,False,False
6232,0,0.0,0,0.0,4,6.0,0.1,0.15,0.0,0.0,June,2,2,2,4,Returning_Visitor,False,False
9645,1,3.5,0,0.0,49,663.5277778,0.0,0.005319149,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
2242,5,43.4,0,0.0,32,3121.555556,0.009259259,0.036759259,26.5455,0.0,May,2,4,4,2,Returning_Visitor,False,False
2263,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,8,1,Returning_Visitor,False,False
4492,0,0.0,0,0.0,10,140.0,0.04,0.07,0.0,0.8,May,1,8,3,1,Returning_Visitor,False,False
7132,0,0.0,0,0.0,47,1153.54,0.003140097,0.039979296,0.0,0.0,Jul,1,1,6,2,Returning_Visitor,False,False
9864,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,1,Other,True,False
633,0,0.0,0,0.0,37,1643.435516,0.005555556,0.032271242,2.188718519,0.0,Mar,2,4,3,2,Returning_Visitor,True,True
4027,13,388.3,8,417.0,67,6483.775,0.00375,0.01725,24.27165,0.0,May,2,2,4,2,Returning_Visitor,False,False
3517,4,80.0,0,0.0,79,3855.2,0.012345679,0.028765432,0.0,0.6,May,3,2,3,4,Returning_Visitor,False,False
429,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,11,Returning_Visitor,False,False
2081,0,0.0,0,0.0,4,214.0,0.0,0.05,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
4494,0,0.0,0,0.0,1,14.0,0.0,0.1,0.0,0.8,May,2,2,3,3,Returning_Visitor,False,False
7806,0,0.0,0,0.0,11,292.7,0.036363636,0.090909091,0.0,0.0,June,1,1,4,3,Returning_Visitor,True,False
1641,0,0.0,0,0.0,14,183.6666667,0.0,0.004761905,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
12141,4,28.0,3,37.83333333,378,12003.31758,0.003655352,0.023352993,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
11508,0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,False,False
4353,7,340.6111111,2,129.0,57,4516.588312,0.005,0.015180847,8.052616667,0.0,May,2,2,1,2,Returning_Visitor,False,False
4759,1,31.0,2,13.0,23,759.6666667,0.013043478,0.05,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
6551,0,0.0,0,0.0,7,245.4,0.025,0.08125,3.27121463,0.0,Sep,3,7,3,4,Returning_Visitor,False,False
11547,0,0.0,0,0.0,9,148.3333333,0.066666667,0.088888889,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
874,3,64.5,0,0.0,35,1334.551371,0.0,0.007309582,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,True,False
6892,8,279.28,0,0.0,17,835.4180952,0.0,0.018571429,35.89140755,0.0,Aug,3,2,3,2,New_Visitor,False,True
12132,0,0.0,2,407.5,14,1043.15,0.05,0.08125,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
7660,1,218.6,0,0.0,19,513.1622222,0.003333333,0.0075,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,False,False
4781,4,88.62857143,0,0.0,39,659.9357143,0.0,0.0195595,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
6300,3,80.6,0,0.0,37,936.4166667,0.0,0.005128205,0.0,0.0,Jul,1,1,4,2,Returning_Visitor,True,False
7419,6,93.3,0,0.0,70,2678.055238,0.0,0.005868545,0.0,0.0,Jul,2,2,1,2,Returning_Visitor,True,False
4923,2,47.66666667,0,0.0,83,3025.283333,0.0,0.006504065,28.94180488,0.2,May,2,2,7,3,Returning_Visitor,False,False
4842,0,0.0,0,0.0,29,1155.5,0.05862069,0.095402299,0.0,0.8,May,2,2,1,13,Returning_Visitor,False,False
4122,0,0.0,0,0.0,8,710.0,0.0,0.025,45.4895,0.8,May,1,1,6,4,Returning_Visitor,False,True
306,0,0.0,0,0.0,2,9.0,0.0,0.1,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
9735,0,0.0,0,0.0,53,1768.657051,0.0,0.003921569,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,False,False
12201,0,0.0,0,0.0,15,1134.455556,0.0,0.001333333,30.30681247,0.0,Dec,2,4,1,2,Returning_Visitor,False,True
282,13,1249.809524,4,205.0,36,1626.625433,0.010638298,0.026186255,6.831792392,0.0,Mar,3,2,2,3,Returning_Visitor,False,False
9184,0,0.0,0,0.0,11,496.0,0.018181818,0.063636364,0.0,0.0,Dec,3,12,2,3,Returning_Visitor,False,False
8175,4,63.875,1,0.0,43,1329.686508,0.015646259,0.036603499,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
449,1,17.0,0,0.0,12,616.4,0.0,0.018181818,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,True,False
9863,4,20.5,1,59.0,5,83.5,0.0,0.014814815,0.0,0.0,Dec,2,2,9,3,Returning_Visitor,False,False
5604,12,137.9,0,0.0,13,161.8666667,0.0,0.010526316,0.0,0.0,Aug,2,2,3,5,New_Visitor,True,False
3557,0,0.0,0,0.0,25,317.5,0.0125,0.031944444,0.0,0.0,May,2,2,5,6,Returning_Visitor,False,False
4585,6,281.3333333,3,108.0,14,562.6666667,0.0,0.011764706,0.0,0.6,May,1,1,1,2,New_Visitor,False,False
4272,9,216.75,0,0.0,44,1527.166667,0.012765957,0.032765957,0.0,0.0,May,2,2,8,6,Returning_Visitor,True,False
4609,4,103.0,0,0.0,31,831.6666667,0.03030303,0.042121212,0.0,0.0,May,3,2,6,13,Returning_Visitor,False,False
11439,3,258.0,2,34.625,25,1364.8125,0.029761905,0.035714286,3.18693501,0.0,Dec,1,1,3,10,Returning_Visitor,True,False
93,0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,Feb,2,2,1,5,New_Visitor,False,False
1508,0,0.0,0,0.0,17,504.0,0.0,0.02125,33.32796813,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
6080,3,79.22,2,297.8333333,62,1685.747985,0.0,0.013128205,0.0,0.0,Jul,2,2,3,2,Returning_Visitor,False,False
12290,0,0.0,0,0.0,20,1008.5,0.08,0.12,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,True,False
3627,0,0.0,0,0.0,18,133.0,0.038888889,0.072222222,0.0,0.0,May,4,1,1,2,Returning_Visitor,True,False
8860,0,0.0,0,0.0,62,2787.678571,0.003225806,0.015591398,57.48364657,0.0,Nov,4,2,1,1,Returning_Visitor,True,False
2089,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
4565,1,0.0,0,0.0,10,304.0,0.0,0.02,0.0,0.0,May,3,2,4,4,Returning_Visitor,True,False
6468,2,24.13333333,0,0.0,19,263.7128571,0.0,0.00125,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,False,False
1570,3,79.75,0,0.0,3,73.5,0.04,0.077777778,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
12272,6,133.4666667,0,0.0,44,2664.445833,0.002040816,0.010884354,97.86083623,0.0,Nov,2,2,1,3,Returning_Visitor,True,True
2404,0,0.0,0,0.0,10,196.5,0.044444444,0.066666667,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
7367,0,0.0,0,0.0,1,27.2,0.0,0.0,58.37208988,0.0,Nov,2,2,4,20,Returning_Visitor,False,True
3233,2,15.0,0,0.0,33,2081.5,0.0,0.017142857,0.0,0.6,May,2,10,1,3,Returning_Visitor,False,False
12229,0,0.0,0,0.0,111,1624.75,0.013636364,0.025515152,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
6431,0,0.0,0,0.0,17,557.4,0.0,0.011111111,83.93274289,0.0,Sep,2,2,2,2,New_Visitor,True,True
11737,0,0.0,0,0.0,87,4403.382777,0.002941176,0.011552302,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,False,False
4055,0,0.0,0,0.0,19,522.0,0.021052632,0.034210526,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False
166,0,0.0,0,0.0,5,63.0,0.0,0.04,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
10891,1,4.0,0,0.0,11,724.0,0.0,0.036363636,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
5769,10,242.6333333,4,23.0,47,1534.815256,0.022807018,0.036908939,5.194081873,0.0,Sep,1,1,1,3,Returning_Visitor,False,False
8836,8,235.1861702,2,138.5,71,2512.51742,0.006349206,0.025572609,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,True
8946,0,0.0,0,0.0,84,2197.780952,0.01031746,0.014779942,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,True
5920,0,0.0,0,0.0,19,281.4333333,0.038596491,0.082807018,0.0,0.0,June,2,2,3,4,Returning_Visitor,False,False
6911,7,257.4,0,0.0,7,244.7333333,0.018181818,0.018181818,0.0,0.0,Nov,1,1,4,2,New_Visitor,False,False
8748,0,0.0,0,0.0,4,46.75,0.0,0.05,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,False
3117,2,37.0,0,0.0,28,2778.333333,0.007142857,0.023809524,5.569285714,0.0,May,2,2,2,11,Returning_Visitor,True,False
508,1,0.0,1,60.0,43,1131.808333,0.028787879,0.047348485,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
11639,3,91.5,4,333.8333333,132,3041.676452,0.011764706,0.030932814,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
5147,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,May,3,2,7,6,Returning_Visitor,True,False
3460,5,133.0,0,0.0,16,324.5,0.0,0.031481481,0.0,0.0,May,3,2,8,4,Returning_Visitor,False,False
12203,0,0.0,0,0.0,10,902.6666667,0.0,0.03,0.0,0.0,Nov,2,2,3,20,Returning_Visitor,True,False
5678,2,8.0,2,90.2,13,1286.050476,0.0125,0.019886364,0.0,0.0,Aug,2,2,3,2,Returning_Visitor,False,False
4624,0,0.0,0,0.0,20,1815.279762,0.012280702,0.029239766,0.0,0.6,May,1,2,1,2,Returning_Visitor,False,False
8007,0,0.0,0,0.0,10,351.75,0.033333333,0.05,0.0,0.0,Dec,2,2,4,1,Returning_Visitor,True,False
562,0,0.0,0,0.0,3,10.0,0.0,0.066666667,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
1480,0,0.0,0,0.0,7,451.8333333,0.028571429,0.076190476,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
8498,3,98.5,0,0.0,27,702.3333333,0.023214286,0.042261905,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
5587,1,5.0,0,0.0,41,764.1333333,0.0,0.014444444,0.0,0.0,June,2,2,1,4,Returning_Visitor,False,False
2135,0,0.0,0,0.0,5,252.5,0.0,0.02,0.0,0.0,May,2,2,2,2,Returning_Visitor,False,False
7708,2,630.5333333,0,0.0,33,357.8895238,0.0,0.007894737,0.0,0.0,Oct,3,2,7,4,Returning_Visitor,False,False
5680,0,0.0,0,0.0,9,140.2,0.0,0.044444444,0.0,0.0,Sep,2,2,9,2,New_Visitor,True,False
8417,9,156.6071429,5,156.75,83,2694.507143,0.0,0.009090909,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,False,True
8322,0,0.0,0,0.0,5,111.0,0.0,0.04,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,False
3364,5,99.16666667,1,27.0,33,483.2666667,0.002777778,0.009126984,0.0,0.6,May,8,5,1,2,Returning_Visitor,False,False
8386,1,28.25,0,0.0,30,1862.333333,0.0,0.026436782,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
8089,0,0.0,0,0.0,18,1093.083333,0.011111111,0.011481481,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,False,False
10861,0,0.0,0,0.0,46,797.8333333,0.0,0.02384058,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
1305,0,0.0,0,0.0,5,210.0,0.12,0.16,0.0,0.0,Mar,1,10,1,1,Returning_Visitor,False,False
6472,0,0.0,0,0.0,8,272.9,0.05,0.075,0.0,0.0,Oct,1,1,1,1,New_Visitor,False,False
10213,0,0.0,0,0.0,12,292.875,0.0,0.028333333,0.0,0.0,Nov,4,2,3,2,Returning_Visitor,True,False
6058,3,102.6,0,0.0,35,871.8333333,0.0,0.002631579,0.0,0.0,Oct,1,1,1,2,New_Visitor,True,False
4279,2,115.0,5,151.6666667,21,2080.75,0.011904762,0.045192308,20.37964966,0.0,May,1,1,1,2,Returning_Visitor,False,False
10189,5,61.0125,0,0.0,51,1141.066667,0.003571429,0.011093074,0.0,0.0,Dec,2,2,6,2,New_Visitor,False,False
2902,5,102.0676923,2,16.0,142,6223.870847,0.0,0.006649462,15.47720763,0.0,May,2,2,3,2,Returning_Visitor,True,True
10439,0,0.0,0,0.0,7,284.5,0.0,0.028571429,128.4686939,0.0,Dec,2,2,4,10,Returning_Visitor,False,True
4772,0,0.0,0,0.0,6,134.0,0.066666667,0.094444444,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
11357,0,0.0,0,0.0,1,487.0,0.0,0.1,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,True,False
9663,0,0.0,0,0.0,25,948.3428571,0.0,0.009,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,False,False
11477,7,360.75,0,0.0,264,10497.15443,0.00295026,0.012825542,8.833510027,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
49,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,2,2,3,2,Returning_Visitor,False,False
8629,15,677.1911765,0,0.0,152,3561.130212,0.0,0.008686559,5.731607803,0.0,Dec,2,2,6,1,Returning_Visitor,False,True
9527,2,4.0,5,161.5,64,3757.079762,0.012254902,0.022009804,18.88360212,0.0,Nov,1,2,6,2,Returning_Visitor,False,False
3827,0,0.0,0,0.0,16,190.75,0.0,0.01875,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
10180,4,934.5,1,92.0,18,937.7166667,0.0,0.005555556,0.0,0.0,Dec,1,1,6,2,New_Visitor,False,False
10352,5,68.0,2,9.0,32,1195.583333,0.01981982,0.036486486,32.0201901,0.0,Nov,2,5,3,2,Returning_Visitor,False,True
4365,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,1,1,Returning_Visitor,False,False
7643,4,94.23333333,2,72.0,145,2935.255477,0.001360544,0.005708347,0.26809298,0.0,Aug,2,2,2,1,Returning_Visitor,False,False
10112,0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
6,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,2,4,3,3,Returning_Visitor,False,False
2887,6,162.1071429,0,0.0,31,1269.766667,0.012121212,0.021212121,29.77472727,0.0,May,2,5,1,2,New_Visitor,True,False
8166,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
7535,4,66.76,0,0.0,10,267.9,0.0,0.002777778,0.0,0.0,Aug,2,2,7,2,New_Visitor,False,False
6791,13,246.5333333,0,0.0,26,892.0,0.0,0.01127451,0.0,0.0,Sep,2,6,1,3,Returning_Visitor,False,False
4714,1,19.33333333,1,104.0,42,2724.008983,0.0065,0.021312784,0.0,0.4,May,3,2,3,5,Returning_Visitor,False,False
4956,0,0.0,0,0.0,3,23.0,0.066666667,0.1,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
8922,0,0.0,0,0.0,3,578.0,0.0,0.066666667,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,False
1872,1,40.0,0,0.0,15,839.5,0.01875,0.054166667,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
9952,1,64.5,0,0.0,32,1443.641667,0.0,0.010784314,111.2629939,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
11545,8,121.425,3,273.5,100,2565.797222,0.001869159,0.012071651,0.0,0.0,Nov,2,2,7,13,Returning_Visitor,True,False
3436,0,0.0,0,0.0,4,112.5,0.0,0.05,0.0,0.0,May,3,2,1,6,Returning_Visitor,False,False
8981,0,0.0,0,0.0,3,30.0,0.0,0.033333333,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
7898,5,93.4,0,0.0,38,689.65,0.0,0.004878049,34.48748308,0.0,Oct,2,2,2,2,New_Visitor,True,True
680,0,0.0,0,0.0,8,128.5,0.0,0.025,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
9804,1,60.5,0,0.0,21,320.9833333,0.0,0.01,0.0,0.0,Nov,2,5,1,2,Returning_Visitor,False,False
11034,10,236.0795455,2,5.0,107,2589.881537,0.010601564,0.019627539,0.0,0.0,Dec,3,2,4,2,Returning_Visitor,False,False
4869,4,46.4,0,0.0,128,5287.233333,0.0171875,0.034482887,14.984875,0.4,May,2,2,3,13,Returning_Visitor,False,False
5413,9,184.0,5,61.0,68,1986.251515,0.0,0.009553204,17.19611523,0.0,May,2,6,2,3,Returning_Visitor,False,False
9843,1,2.0,0,0.0,61,1335.737854,0.0,0.002,20.15710234,0.0,Nov,4,4,1,2,Returning_Visitor,True,True
1444,0,0.0,3,100.0,22,2175.993651,0.01,0.049312469,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
9398,3,22.0,0,0.0,152,4251.74125,0.003947368,0.009780702,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,False,True
8110,4,141.5,0,0.0,3,59.5,0.0,0.025,0.0,0.0,Dec,1,1,2,8,New_Visitor,False,False
10834,0,0.0,0,0.0,47,3650.316667,0.0,0.003333333,97.19657367,0.0,Nov,2,2,1,10,Returning_Visitor,False,True
11991,1,47.5,0,0.0,123,3944.384921,0.00516129,0.017112135,3.303059969,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
684,0,0.0,0,0.0,6,84.0,0.0,0.033333333,0.0,0.0,Mar,1,1,8,3,Returning_Visitor,False,False
4719,0,0.0,1,5.0,66,2537.45,0.003956044,0.022177156,0.0,0.4,May,2,6,1,4,Returning_Visitor,False,False
475,1,77.0,0,0.0,9,312.0,0.0,0.044444444,0.0,0.0,Mar,1,1,3,3,New_Visitor,True,False
4510,0,0.0,1,21.0,15,498.5,0.0,0.026666667,32.1908,0.0,May,2,4,1,2,Returning_Visitor,False,True
5138,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,False
1455,0,0.0,0,0.0,3,183.0,0.0,0.066666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
7509,3,167.0,0,0.0,42,1246.12,0.0,0.008888889,0.0,0.0,Aug,2,4,1,3,Returning_Visitor,False,False
188,9,111.5,1,48.5,49,1868.819697,0.0,0.020708874,1.706014966,0.0,Mar,2,2,7,2,Returning_Visitor,False,True
4280,3,17.0,0,0.0,18,407.5,0.0,0.02,0.0,0.0,May,2,2,6,5,Returning_Visitor,True,False
6839,0,0.0,0,0.0,10,1186.6,0.02,0.08,0.0,0.0,Aug,2,5,1,3,Returning_Visitor,False,False
8478,2,101.75,0,0.0,9,561.25,0.022222222,0.033333333,26.38074656,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
12046,0,0.0,0,0.0,4,58.5,0.0,0.066666667,0.0,0.0,Dec,3,2,8,13,Returning_Visitor,False,False
4952,7,170.8333333,1,39.0,4,45.33333333,0.0,0.011111111,0.0,0.0,May,3,2,1,2,Returning_Visitor,False,False
11971,3,126.5,0,0.0,36,576.8571429,0.005555556,0.01087963,0.0,0.0,Dec,1,1,4,3,Returning_Visitor,False,False
